,title,cast,crew,genres,keywords,original_language
7954,taxi_3,"['samy_naceri', 'frederic_diefenthal', 'marion_cotillard', 'emma_wiklund', 'bernard_farcy', 'bai_ling', 'edouard_montoute', 'jean_christophe_bouvet', 'bernard_llopis', 'jean_louis_schlesser', 'jean_pierre_mas', 'michel_neugarten', 'patrice_abbou', 'claude_sese', 'cyril_brunet', 'bernard_destouches', 'philippe_paimblanc', 'david_gabison', 'vincent_tulli', 'gerard_krawczyk', 'dara_indo_oum', 'bonnafet_tarbouriech', 'shirley_kohn', 'norbert_daverio', 'julian_naceri', 'laurent_desponds', 'valeska_chabouis', 'franck_fouret', 'albert_lerda', 'christian_waldner', 'jennifer_herrera', 'sylvester_stallone', 'eric_naggar']",['gerard_krawczyk'],"['action', 'comedy']","['robbery', 'santa_claus', 'armor', 'disguise']",fr
7955,pull_my_daisy,"['jack_kerouac', 'allen_ginsberg', 'gregory_corso', 'peter_orlovsky', 'larry_rivers', 'david_amram', 'richard_bellamy', 'alice_neel', 'sally_gross', 'pablo_frank', 'delphine_seyrig', 'denise_parker']","['robert_frank', 'alfred_leslie']",[],"['poetry', 'beat_generation', 'short']",en
7956,tokyo_godfathers,"['aya_okamoto', 'yoshiaki_umegaki', 'toru_emori', 'satomi_korogi', 'mamiko_noto', 'ryuuji_saikachi', 'kyouko_terase', 'rikiya_koyama', 'hiroya_ishimaru', 'kouichi_yamadera', 'akio_ohtsuka', 'yuusaku_yara', 'seizo_kato', 'shozo_iizuka']",['satoshi_kon'],"['animation', 'drama']","['holiday', 'transvestism', 'drag_queen', 'baby', 'tokyo_japan']",ja
7957,the_butcher,"['stephane_audran', 'jean_yanne', 'roger_rudel', 'mario_beccara', 'william_guerault', 'pascal_ferone']",['claude_chabrol'],"['drama', 'foreign', 'thriller']","['vietnam_veteran', 'province', 'butcher', 'french_movies', 'french_noir']",fr
7958,our_hospitality,"['buster_keaton', 'joe_roberts', 'natalie_talmadge', 'ralph_bushman', 'craig_ward', 'joe_keaton', 'kitty_bradbury', 'buster_keaton_jr_', 'erwin_connelly', 'edward_coxen', 'jack_duffy', 'tom_london', 'monte_collins']","['buster_keaton', 'john_g_blystone']","['comedy', 'drama', 'family']","['in_love_with_enemy', 'attempted_murder', 'horse', 'kentucky', 'waterfall']",en
7959,all_of_me,"['steve_martin', 'lily_tomlin', 'victoria_tennant', 'madolyn_smith_osborne', 'richard_libertini', 'michael_ensign']",['carl_reiner'],"['fantasy', 'comedy', 'science_fiction', 'romance']","['change', 'guru']",en
7960,the_farmer_s_daughter,"['loretta_young', 'joseph_cotten', 'ethel_barrymore', 'charles_bickford', 'rose_hobart', 'rhys_williams', 'harry_davenport', 'tom_powers', 'william_harrigan', 'lex_barker', 'harry_shannon', 'keith_andes', 'thurston_hall', 'art_baker', 'james_arness', 'anna_q_nilsson', 'william_bakewell', 'bess_flowers', 'charles_mcgraw', 'jason_robards_sr_']",['h_c_potter'],"['comedy', 'romance']","['rural_setting', 'farmer']",en
7961,lassie_come_home,"['roddy_mcdowall', 'donald_crisp', 'dame_may_whitty', 'edmund_gwenn', 'nigel_bruce', 'elsa_lanchester', 'elizabeth_taylor', 'ben_webster', 'j_pat_o_malley', 'alan_napier', 'john_rogers', 'alec_craig']",['fred_m_wilcox'],"['adventure', 'drama', 'family']","['scotland', 'honesty', 'yorkshire', 'dog', 'collie_dog']",en
7962,the_time_of_your_life,"['james_cagney', 'william_bendix', 'wayne_morris', 'jeanne_cagney', 'broderick_crawford', 'ward_bond', 'james_barton', 'paul_draper', 'gale_page', 'jimmy_lydon', 'richard_erdman', 'pedro_de_cordoba', 'reginald_beane', 'john_skins_miller', 'tom_powers', 'natalie_schafer', 'howard_freeman', 'renie_riano', 'nanette_parks', 'grazia_narciso', 'claire_carleton', 'gladys_blake', 'lanny_rees', 'marlene_aames']",['h_c_potter'],"['comedy', 'drama']","['gambling', 'saloon', 'jellybean']",en
7963,overboard,"['goldie_hawn', 'kurt_russell', 'edward_herrmann', 'katherine_helmond', 'mike_hagerty', 'roddy_mcdowall', 'jared_rushton', 'jamie_wild', 'jeffrey_wiseman', 'brian_price', 'frank_campanella', 'robert_goldman', 'scott_marshall', 'bill_applebaum', 'don_thompson', 'laura_fabian', 'rielle_hunter', 'ray_combs', 'bing_russell', 'frank_buxton', 'lucinda_crosby', 'hector_elizondo']",['garry_marshall'],"['comedy', 'romance']","['amnesia', 'mother_role', 'yacht', 'son']",en
7964,the_mask_of_fu_manchu,"['boris_karloff', 'lewis_stone', 'karen_morley', 'charles_starrett', 'myrna_loy', 'jean_hersholt', 'lawrence_grant', 'david_torrence']","['charles_brabin', 'charles_vidor']","['adventure', 'fantasy', 'horror']","['treasure', 'sword', 'expedition', 'mask', 'grave']",en
7965,by_the_light_of_the_silvery_moon,"['doris_day', 'gordon_macrae', 'mary_wickes', 'leon_ames', 'rosemary_decamp', 'billy_gray', 'russell_arms', 'maria_palmer', 'howard_wendell', 'walter_peewee_flannery', 'carol_forman']",['david_butler'],"['comedy', 'music', 'romance']","['small_town', 'indiana', 'musical']",en
7966,butterfield_8,"['elizabeth_taylor', 'laurence_harvey', 'eddie_fisher', 'dina_merrill', 'mildred_dunnock', 'betty_field', 'george_voskovec', 'jeffrey_lynn', 'susan_oliver', 'kay_medford']",['daniel_mann'],['drama'],"['fashion_model', 'marrying_money']",en
7967,johnny_guitar,"['joan_crawford', 'mercedes_mccambridge', 'sterling_hayden', 'ernest_borgnine', 'john_carradine', 'scott_brady', 'ward_bond', 'royal_dano', 'frank_ferguson', 'paul_fix', 'rhys_williams', 'ian_macdonald', 'ben_cooper', 'denver_pyle', 'will_wright', 'dennis_hopper']",['nicholas_ray'],"['drama', 'western']","['saloon', 'campy', 'saloon_owner']",en
7968,sister_my_sister,"['julie_walters', 'joely_richardson', 'jodhi_may', 'sophie_thursfield', 'amelda_brown', 'lucita_pope', 'kate_gartside', 'aimee_schmidt', 'gabriella_schmidt']",['nancy_meckler'],"['drama', 'thriller']","['france', 'jealousy', 'sister_sister_relationship', 'obsession', 'isolation']",en
7969,the_exterminating_angel,"['silvia_pinal', 'enrique_rambal', 'claudio_brook', 'jose_baviera', 'augusto_benedico', 'antonio_bravo', 'jacqueline_andere', 'cesar_del_campo', 'rosa_elena_durgel', 'lucy_gallardo', 'enrique_garcia_alvarez', 'ofelia_guilmain', 'nadia_haro_oliva', 'tito_junco', 'xavier_loya', 'xavier_masse', 'ofelia_montesco', 'luis_beristain', 'patricia_moran', 'patricia_de_morelos', 'bertha_moss', 'eric_del_castillo', 'janet_alcoriza', 'florencio_castello', 'arturo_cobo', 'pancho_cordova', 'enrique_del_castillo', 'elodia_hernandez', 'luis_lomeli', 'chel_lopez', 'guillermo_alvarez_bianchi', 'daniel_arroyo', 'ruben_marquez', 'victorio_blanco', 'angel_di_stefani', 'juan_antonio_edwards', 'jesus_gomez', 'fernando_yapur', 'rita_macedo', 'angel_merino', 'roberto_meyer']",['luis_bunuel'],"['comedy', 'drama', 'fantasy']","['upper_class', 'room', 'sheep', 'water', 'guest']",es
7970,ivans_xtc_,"['danny_huston', 'peter_weller', 'kate_connor', 'tiffani_thiessen', 'sarah_danielle_madison', 'sofia_eng', 'victoria_silvstedt', 'angela_featherstone', 'james_merendino', 'lisa_enos', 'julia_verdin', 'kenneth_stephens', 'wendy_rhoads', 'morgan_walsh', 'alison_taylor']",['bernard_rose'],['drama'],"['dying_and_death', 'hollywood', 'skinny_dipping', 'agent', 'leo_tolstoy']",en
7971,fahrenheit_9_11,"['robert_de_niro', 'michael_moore', 'george_w_bush', 'ben_affleck', 'stevie_wonder', 'al_gore', 'saddam_hussein', 'george_h_w_bush', 'ricky_martin', 'osama_bin_laden', 'larry_king', 'bill_clinton', 'donald_rumsfeld', 'condoleezza_rice', 'tony_blair', 'britney_spears', 'colin_powell']",['michael_moore'],[],"['skab_under_tv', 'verste_hylde', 'foran']",en
7972,roxanne,"['steve_martin', 'daryl_hannah', 'rick_rossovich', 'shelley_duvall', 'john_kapelos', 'fred_willard', 'max_alexander', 'michael_j_pollard', 'matt_lattanzi', 'damon_wayans', 'jean_sincere', 'ritch_shydner', 'kevin_nealon', 'caroline_barclay', 'heidi_sorenson', 'shandra_beri', 'merrilyn_gann', 'blanche_rubin']",['fred_schepisi'],"['comedy', 'romance']","['firemen', 'love_letter', 'inferiority_complex', 'nose', 'rivalry']",en
7973,freedom_downtime,"['sean_gullette', 'mark_abene', 'ed_cummings', 'jeffrey_stanton', 'alexis_kasperavicius', 'lazlow_jones', 'kevin_mitnick', 'john_markoff', 'bruce_sterling', 'deth_veggie', 'emmanuel_goldstein']",['emmanuel_goldstein'],"['drama', 'documentary', 'foreign']",['hacker'],en
7974,the_same_river_twice,[],['robb_moss'],['documentary'],[],en
7975,dr_terror_s_house_of_horrors,"['christopher_lee', 'peter_cushing', 'donald_sutherland', 'bernard_lee', 'max_adrian', 'ann_bell', 'michael_gough', 'jennifer_jayne', 'roy_castle', 'neil_mccallum', 'alan_freeman', 'peter_madden', 'kenny_lynch', 'jeremy_kemp', 'harold_lang', 'ursula_howells', 'christopher_carlos', 'katy_wild', 'edward_underdown', 'phoebe_nicholls', 'isla_blair']",['freddie_francis'],['horror'],"['anthology', 'crawling_hand']",en
7976,confessions_of_a_burning_man,[],"['paul_barnett', 'unsu_lee']",['documentary'],"['desert_scientist', 'rave', 'carnival', 'party']",en
7977,search_and_destroy,"['john_turturro', 'christopher_walken', 'ethan_hawke', 'rosanna_arquette', 'martin_scorsese', 'dennis_hopper', 'robert_knepper', 'griffin_dunne', 'illeana_douglas', 'david_thornton', 'jason_ferraro']",['david_salle'],"['action', 'comedy', 'drama', 'thriller']",['independent_film'],en
7978,the_book_of_life,"['martin_donovan', 'p_j_harvey', 'thomas_jay_ryan', 'miho_nikaido', 'anna_kohler', 'martin_pfefferkorn', 'layla_alexander', 'michael_ornstein']",['hal_hartley'],"['comedy', 'fantasy']",[],en
7979,such_a_long_journey,[],['sturla_gunnarsson'],['drama'],"['based_on_novel', '1970s', 'bombay_india', 'indo_pakistani_wars', 'parsi']",en
7980,hard_times,"['charles_bronson', 'james_coburn', 'jill_ireland', 'strother_martin', 'margaret_blye', 'michael_mcguire', 'felice_orlandi', 'edward_walsh', 'bruce_glover', 'robert_tessier', 'nick_dimitri', 'frank_mcrae', 'maurice_kowalewski', 'naomi_stevens']",['walter_hill'],['drama'],"['fighting', 'illegal_fistfight', 'pool_cue', 'streetfighting', 'prizefighting']",en
7981,secret_society,"['charlotte_brittain', 'lee_ross', 'annette_badland', 'james_wooton', 'lisa_riley', 'charles_dale', 'rachel_smith', 'sharon_duce', 'kate_fitzgerald', 'claire_cathcart', 'sharon_d_clarke', 'troy_jackson', 'jackie_d_broad', 'joann_condon', 'donna_combe', 'mikyla_dodd', 'alison_garland', 'iliana_flade', 'takeshi_nara', 'noriaki_iwaya', 'masaru_kudo', 'akimori_nakagawa', 'takahito_toinaga', 'sid_hoare', 'fine_time_fontayne', 'peter_hugo_daly', 'willie_ross', 'janice_small', 'jason_moore', 'tim_murphy', 'rachel_fielding', 'liam_barr', 'sharon_holland', 'clare_van_d_osier', 'mirjam_wiesemann', 'ilka_schirner', 'toby_longworth', 'jurgen_jansen']",['imogen_kimmel'],"['action', 'comedy', 'drama']","['factory_worker', 'independent_film', 'sumo', 'nude_woman', 'bbw']",en
7982,the_last_starfighter,"['lance_guest', 'catherine_mary_stewart', 'suzanne_snyder', 'barbara_bosson', 'john_o_leary', 'dan_o_herlihy', 'robert_preston', 'kay_e_kuter', 'norman_snow', 'dan_mason', 'chris_hebert', 'george_mcdaniel', 'charlene_nelson', 'john_maio', 'robert_starr', 'al_berry']",['nick_castle'],"['adventure', 'science_fiction', 'action']","['flying_car', 'android', 'trailer_park', 'shapeshifting', 'space_marine']",en
7983,tank,"['james_garner', 'shirley_jones', 'c_thomas_howell', 'mark_herrier', 'sandy_ward', 'jenilee_harrison', 'james_cromwell', 'dorian_harewood', 'g_d_spradlin', 'john_hancock', 'guy_boyd', 'randy_bass']",['marvin_j_chomsky'],"['action', 'adventure', 'comedy', 'drama', 'thriller']","['prostitute', 'showdown', 'tank', 'dirty_cop', 'military']",en
7984,last_cannibal_world,"['massimo_foschi', 'me_me_lai', 'ivan_rassimov', 'sheik_razak_shikur', 'judy_rosly', 'suleiman', 'shamsi']",['ruggero_deodato'],"['adventure', 'horror']","['male_nudity', 'female_nudity', 'rape', 'snake', 'nudity']",en
7985,spider_man_2,"['tobey_maguire', 'kirsten_dunst', 'james_franco', 'alfred_molina', 'rosemary_harris', 'donna_murphy', 'j_k_simmons', 'daniel_gillies', 'dylan_baker', 'willem_dafoe', 'mageina_tovah', 'bruce_campbell', 'stan_lee', 'scott_spiegel', 'joel_mchale', 'hal_sparks', 'donnell_rawlings', 'emily_deschanel', 'elizabeth_banks', 'daniel_dae_kim', 'aasif_mandvi', 'joey_diaz', 'vanessa_ferlito', 'joy_bryant', 'john_landis', 'phil_lamarr', 'gregg_edelman', 'ted_raimi', 'cliff_robertson', 'elya_baskin', 'bill_nunn', 'brent_briscoe', 'christine_estabrook', 'john_paxton', 'joanne_baron', 'peter_mcrobbie', 'louis_lombardi', 'marc_john_jefferies', 'reed_diamond', 'brendan_patrick_connor', 'dan_callahan', 'susie_park', 'brianna_brown', 'tom_carey', 'dan_hicks', 'timothy_patrick_quill', 'tony_campisi', 'molly_cheek', 'kelly_connell', 'roshon_fegan', 'taylor_gilbert', 'timothy_jerome', 'elyse_dinh', 'bill_e_rogers', 'anne_betancourt', 'tricia_peters', 'tim_storms', 'bill_calvert', 'peter_allas', 'chloe_dykstra', 'julia_max', 'calvin_dean', 'frank_bonsangue', 'andre_m_johnson', 'peter_cincotti', 'peyton_list', 'spencer_list', 'troy_metcalf', 'scott_ross', 'bonnie_somerville', 'wesley_volcy', 'lou_volpe', 'david_boston', 'garrett_warren', 'michael_arthur', 'cindy_cheung']",['sam_raimi'],"['action', 'adventure', 'fantasy']","['dual_identity', 'love_of_one_s_life', 'pizza_boy', 'marvel_comic', 'sequel']",en
7986,america_s_heart_and_soul,[],['louis_schwartsberg'],"['documentary', 'family']",[],en
7987,before_sunset,"['ethan_hawke', 'julie_delpy', 'vernon_dobtcheff', 'louise_lemoine_torres', 'rodolphe_pauly', 'mariane_plasteig', 'diabolo', 'denis_evrard', 'albert_delpy', 'marie_pillet']",['richard_linklater'],"['drama', 'romance']","['paris', 'journalist', 'dialogue', 'talking', 'soulmates']",en
7988,the_clearing,"['robert_redford', 'helen_mirren', 'willem_dafoe', 'alessandro_nivola', 'matt_craven', 'melissa_sagemiller', 'wendy_crewson', 'larry_pine', 'diana_scarwid', 'gwen_mcgee', 'elizabeth_ruscio', 'sarah_koskoff', 'graciela_marin', 'geoff_mcknight', 'mike_pniewski', 'tom_arcuragi', 'audrey_wasilewski', 'peter_gannon', 'jacqi_loewy', 'matt_miller', 'mark_emery_moore', 'joel_nunley', 'ted_manson', 'sarah_e_spencer', 'jackie_goldston', 'william_kania', 'john_yost', 'nathan_wright', 'mark_golik', 'phil_nardozzi', 'john_w_iwanonkiw']",['pieter_jan_brugge'],"['drama', 'mystery', 'thriller']","['detective', 'wife_husband_relationship', 'ransom', 'hostage', 'kidnapping']",en
7989,king_arthur,"['clive_owen', 'ioan_gruffudd', 'keira_knightley', 'mads_mikkelsen', 'joel_edgerton', 'hugh_dancy', 'ray_winstone', 'stephen_dillane', 'ray_stevenson', 'til_schweiger', 'stellan_skarsgard', 'sean_gilder', 'ken_stott', 'charlie_creed_miles', 'david_murray', 'ned_dennehy', 'phelim_drew', 'des_braiden', 'bosco_hogan', 'david_wilmot', 'lochlainn_o_mearain', 'ivano_marescotti', 'clive_russell', 'graham_mctavish', 'owen_teale', 'elliot_henderson_boyle']",['antoine_fuqua'],"['adventure', 'war', 'history']","['merlin', 'king_arthur', 'sir_lancelot', 'guinevere']",en
7990,anchorman_the_legend_of_ron_burgundy,"['will_ferrell', 'christina_applegate', 'paul_rudd', 'david_koechner', 'steve_carell', 'fred_willard', 'chris_parnell', 'vince_vaughn', 'luke_wilson', 'ben_stiller', 'kathryn_hahn', 'seth_rogen', 'danny_trejo', 'ian_roberts', 'darcy_donavan', 'judd_apatow', 'jack_black', 'missi_pyle', 'tim_robbins', 'paul_f_tompkins']",['adam_mckay'],['comedy'],"['journalism', 'sexism', 'ladder', 'panda', 'tv_show_in_film']",en
7991,sleepover,"['alexa_penavega', 'mika_boorem', 'jane_lynch', 'sara_paxton', 'brie_larson', 'steve_carell', 'jeff_garlin', 'sam_huntington', 'scout_taylor_compton', 'sean_faris', 'kallie_flynn_childress', 'evan_peters', 'hunter_parrish', 'shane_hunter', 'douglas_smith', 'katija_pevec', 'thad_luckinbill', 'eileen_april_boylan', 'brett_wagner', 'ryan_slattery', 'summer_glau']",['joe_nussbaum'],"['comedy', 'family']","['high_school', 'scavenger_hunt', 'teenage_crush', 'slumber_party', 'teenager']",en
7992,a_cinderella_story,"['hilary_duff', 'jennifer_coolidge', 'chad_michael_murray', 'dan_byrd', 'regina_king', 'julie_gonzalo', 'lin_shaye', 'madeline_zima', 'andrea_avery', 'mary_pat_gleason', 'paul_rodriguez', 'whip_hubley', 'kevin_kilner', 'erica_hubbard', 'simon_helberg', 'brad_bufanda', 'j_d_pardo', 'aimee_lynn_chadwick', 'kady_cole', 'hannah_robinson', 'josh_prince', 'art_lafleur', 'james_eckhouse', 'jonathan_slavin', 'john_billingsley', 'lilli_babb', 'carlie_westerman', 'mike_randleman', 'christie_herring', 'lindsay_hollister', 'taylor_hoover', 'brittany_weber', 'darryl_sivad', 'rita_bland', 'keli_murphy', 'alexis_raich', 'sabin_rich', 'sandra_mccoy', 'julianne_waters', 'karen_elmore', 'stella_choe', 'jessie_rice_holiday', 'cricket_hamar', 'shannon_novak', 'oscar_orosco', 'jason_beitel', 'kato_bonner', 'carol_borjas', 'reshma_gajjar', 'molly_gosline', 'hunter_hamilton', 'richard_jackson', 'trey_knight', 'jonathan_ritter', 'jenny_seeger', 'becca_sweitzer', 'melanie_a_gage', 'jolene_riella', 'elle_bennett', 'joe_jagatic', 'lon_michael_lee', 'tarah_paige', 'justin_rhoads', 'danielle_riffenburgh', 'rory_charles_thost', 'john_h_tobin', 'toni_wynne']",['mark_rosman'],['comedy'],"['jealousy', 'cinderella', 'work', 'step_mother', 'high_school']",en
7993,i_robot,"['will_smith', 'bridget_moynahan', 'alan_tudyk', 'james_cromwell', 'bruce_greenwood', 'shia_labeouf', 'chi_mcbride', 'jerry_wasserman', 'peter_shinkoda', 'terry_chen', 'david_haysom', 'scott_heindl', 'adrian_ricard', 'fiona_hogan', 'sharon_wilkins', 'craig_march', 'darren_moore', 'emily_tennant', 'tiffany_lyndall_knight', 'aaron_douglas', 'angela_moore']",['alex_proyas'],"['action', 'science_fiction']","['suicide', 'artificial_intelligence', 'man_vs_machine', 'chicago', 'based_on_novel']",en
7994,maria_full_of_grace,"['catalina_sandino_moreno', 'guilied_lopez', 'yenny_paola_vega', 'john_alex_toro', 'virgina_ariza', 'rodrigo_sanchez_borhorquez', 'charles_albert_patino', 'wilson_guerrero', 'johanna_andrea_mora', 'evangelina_morales', 'jaime_osorio_gomez', 'victor_macias', 'hugo_ferro', 'ana_maria_acosta', 'patricia_rae', 'george_smith']",['joshua_marston'],"['drama', 'thriller', 'crime']","['individual', 'new_york', 'adolescence', 'colombia', 'drug_traffic']",es
7995,distant_drums,"['gary_cooper', 'mari_aldon', 'richard_webb', 'ray_teal', 'arthur_hunnicutt', 'robert_barrat']",['raoul_walsh'],"['action', 'western']","['swamp', 'native_american', 'knife_fight']",en
7996,follow_that_dream,"['elvis_presley', 'arthur_o_connell', 'anne_helm', 'joanna_moore', 'jack_kruschen', 'simon_oakland', 'roland_winters', 'alan_hewitt', 'howard_mcnear', 'frank_de_kova', 'herbert_rudley', 'gavin_koon', 'robin_koon', 'robert_carricart', 'barry_russo']",['gordon_douglas'],"['drama', 'comedy', 'music']",[],en
7997,the_girl_of_your_dreams,"['penelope_cruz', 'antonio_resines', 'jorge_sanz', 'rosa_maria_sarda', 'loles_leon', 'neus_asensi', 'santiago_segura', 'jesus_bonilla', 'miroslav_taborsky', 'karel_dobry', 'johannes_silberschneider', 'gotz_otto']",['fernando_trueba'],"['comedy', 'drama']","['prisoner', 'nazis', 'jewish']",es
7998,gray_lady_down,"['charlton_heston', 'david_carradine', 'stacy_keach', 'ned_beatty', 'stephen_mchattie', 'ronny_cox', 'dorian_harewood', 'rosemary_forsyth', 'hilly_hicks', 'charles_cioffi', 'william_jordan', 'jack_rader', 'antony_ponzini', 'michael_o_keefe', 'charles_robinson', 'christopher_reeve', 'melendy_britt']",['david_greene'],"['thriller', 'adventure', 'history', 'drama']","['submarine', 'drowning', 'based_on_novel', 'rescue', 'disaster']",en
7999,long_day_s_journey_into_night,"['katharine_hepburn', 'ralph_richardson', 'jason_robards', 'dean_stockwell', 'jeanne_barr']",['sidney_lumet'],"['drama', 'history']","['irish', 'sailor', 'actor']",en
8000,man_of_la_mancha,"['peter_o_toole', 'sophia_loren', 'james_coco', 'ian_richardson', 'harry_andrews', 'john_castle', 'brian_blessed', 'julie_gregg', 'rosalie_crutchley', 'gino_conforti', 'marne_maitland', 'dorothy_sinclair', 'miriam_acevedo', 'dominic_barto', 'poldo_bendandi', 'peppi_borza', 'mario_donen', 'paolo_gozlino', 'teddy_green']",['arthur_hiller'],"['action', 'music']","['musical', 'poet', 'playwright', 'sancho_panza']",en
8001,the_night_of_the_following_day,"['marlon_brando', 'richard_boone', 'rita_moreno', 'pamela_franklin', 'jess_hahn', 'gerard_buhr', 'jacques_marin', 'hugues_wanner']",['hubert_cornfield'],"['crime', 'drama']",['kidnapping'],en
8002,posse,"['kirk_douglas', 'bruce_dern', 'bo_hopkins', 'james_stacey', 'luke_askew', 'david_canary', 'alfonso_arau', 'katherine_woodville', 'mark_roberts', 'beth_brickell', 'dick_o_neill']",['kirk_douglas'],['western'],"['marshal', 'ambition', 'cynicism', 'posse']",en
8003,prince_valiant,"['james_mason', 'janet_leigh', 'robert_wagner', 'debra_paget', 'sterling_hayden', 'victor_mclaglen', 'donald_crisp', 'brian_aherne', 'barry_jones', 'mary_philips', 'howard_wendell', 'tom_conway']",['henry_hathaway'],"['adventure', 'action', 'romance']","['knight', 'king_arthur', 'duel', 'swashbuckler']",en
8004,rustlers_rhapsody,"['tom_berenger', 'g_w_bailey', 'andy_griffith', 'patrick_wayne', 'marilu_henner']",['hugh_wilson'],"['action', 'comedy', 'western']",['singing_cowboy'],en
8005,a_short_film_about_killing,"['mirosaw_baka', 'jerzy_zass', 'aleksander_bednarz', 'jan_tesarz', 'krzysztof_globisz', 'barbara_dziekan', 'zdzisaw_tobiasz', 'olgierd_ukaszewicz', 'wieslaw_bednarz', 'leonard_andrzejewski', 'zbigniew_borek', 'andrzej_gawronski', 'ryszard_w_borsucki', 'henryk_guzek', 'wladyslaw_byrdy', 'iwona_glebicka', 'elzbieta_helman', 'krystyna_janda', 'artur_barcis', 'zbigniew_zapasiewicz']",['krzysztof_kieslowski'],"['crime', 'drama']","['prison', 'taxi_driver', 'court', 'jurist', 'murder']",pl
8006,the_tin_star,"['henry_fonda', 'anthony_perkins', 'betsy_palmer', 'michel_ray', 'neville_brand', 'john_mcintire', 'mary_webster', 'peter_baldwin', 'richard_shannon', 'lee_van_cleef', 'james_bell', 'howard_petrie', 'russell_simpson', 'hal_k_dawson', 'mickey_finn', 'jack_kenney', 'frank_cady']",['anthony_mann'],"['action', 'drama', 'western', 'romance']","['mixed_race_child', 'seamstress', 'hanging_posse', 'two_guns_belt']",en
8007,zandalee,"['nicolas_cage', 'erika_anderson', 'judge_reinhold', 'joe_pantoliano', 'viveca_lindfors', 'steve_buscemi', 'marisa_tomei', 'aaron_neville', 'ian_abercrombie', 'jo_el_sonnier', 'newell_alexander', 'blaise_delacroix', 'eliott_keener', 'john_cutler', 'thomas_iain', 'don_brady', 'becky_allen', 'buckley_norris', 'karen_ayme', 'tiffany_mcguinnes', 'danny_landos', 'kevin_mcdonald', 'louis_barrosso', 'zach_galligan', 'richard_greenberg']",['sam_pillsbury'],"['drama', 'romance', 'thriller']","['love_triangle', 'sex', 'adultery', 'wife_husband_relationship', 'infidelity']",en
8008,brief_crossing,"['sarah_pratt', 'gilles_guillain', 'marc_filipi', 'laetitia_lopez', 'marc_jablonski', 'christelle_dacosta']",['catherine_breillat'],"['drama', 'romance']","['alcohol', 'sex', 'identity', 'magic', 'nudity']",fr
8009,the_deluge,"['daniel_olbrychski', 'malgorzata_braunek', 'tadeusz_omnicki', 'kazimierz_wichniarz', 'krzysztof_kowalewski', 'wladyslaw_hancza', 'leszek_teleszynski', 'ryszard_filipski', 'wiesawa_mazurkiewicz', 'franciszek_pieczka', 'leslaw_janicki', 'waclaw_janicki', 'bruno_o_ya']",['jerzy_hoffman'],"['history', 'adventure', 'war']",[],pl
8010,how_the_west_was_won,"['carroll_baker', 'lee_j_cobb', 'henry_fonda', 'carolyn_jones', 'karl_malden', 'gregory_peck', 'george_peppard', 'robert_preston', 'debbie_reynolds', 'james_stewart', 'john_wayne', 'spencer_tracy', 'eli_wallach', 'richard_widmark', 'walter_brennan', 'raymond_massey', 'agnes_moorehead', 'thelma_ritter', 'russ_tamblyn', 'harry_morgan', 'harry_dean_stanton', 'lee_van_cleef', 'rodolfo_acosta']","['john_ford', 'george_marshall', 'henry_hathaway', 'richard_thorpe']","['history', 'western', 'adventure']","['river', 'settler', 'caravan', 'epic', 'frontier']",en
8011,joan_of_arc,"['ingrid_bergman', 'francis_l_sullivan', 'j_carrol_naish', 'ward_bond', 'shepperd_strudwick', 'gene_lockhart', 'john_emery', 'leif_erickson', 'cecil_kellaway', 'jose_ferrer', 'selena_royle', 'robert_barrat', 'jimmy_lydon', 'rand_brooks', 'roman_bohnen', 'richard_ney', 'eve_whitney']",['victor_fleming'],"['war', 'drama', 'history']","['france', 'trial', 'joan_of_arc']",en
8012,live_forever,"['damon_albarn', 'noel_gallagher', 'liam_gallagher', 'jarvis_cocker', 'louise_wener', 'robert_del_naja', 'james_brown', 'kevin_cummins', 'damien_hirst', 'jon_savage', 'toby_young', 'ozwald_boateng', 'peter_mandelson']",['john_dower'],"['music', 'documentary']",[],en
8013,mr_klein,"['alain_delon', 'jeanne_moreau', 'michael_lonsdale', 'jean_bouise', 'massimo_girotti', 'michel_aumont', 'francine_berge', 'juliet_berto', 'suzanne_flon', 'roland_bertin', 'jean_champion', 'etienne_chicot']",['joseph_losey'],"['war', 'mystery', 'crime', 'drama', 'thriller']","['war_crimes', 'drama']",fr
